epoch,error,learning_rate
447,0.602643,0.000996437
448,0.602493,0.000996429
449,0.602346,0.000996421
450,0.602197,0.000996413
451,0.602048,0.000996405
452,0.601903,0.000996397
453,0.601758,0.000996389
454,0.601612,0.000996381
455,0.601466,0.000996373
456,0.601321,0.000996365
457,0.601181,0.000996357
458,0.601037,0.000996349
459,0.600896,0.000996341
460,0.600753,0.000996334
461,0.600612,0.000996326
462,0.600474,0.000996318
463,0.600335,0.00099631
464,0.600193,0.000996302
465,0.600057,0.000996294
466,0.599919,0.000996286
467,0.599783,0.000996278
468,0.599645,0.00099627
469,0.59951,0.000996262
470,0.599374,0.000996254
471,0.599239,0.000996246
472,0.599107,0.000996238
473,0.598971,0.00099623
474,0.598838,0.000996222
475,0.598706,0.000996214
476,0.598572,0.000996206
477,0.598442,0.000996199
478,0.598313,0.000996191
479,0.598182,0.000996183
480,0.59805,0.000996175
481,0.597921,0.000996167
482,0.59779,0.000996159
483,0.59766,0.000996151
484,0.597534,0.000996143
485,0.597406,0.000996135
486,0.597277,0.000996127
487,0.59715,0.000996119
488,0.597024,0.000996111
489,0.596897,0.000996103
490,0.59677,0.000996095
491,0.596644,0.000996087
492,0.596519,0.000996079
493,0.596393,0.000996071
494,0.59627,0.000996064
495,0.596145,0.000996056
496,0.596021,0.000996048
497,0.595898,0.00099604
498,0.595775,0.000996032
499,0.595652,0.000996024
500,0.595529,0.000996016
501,0.595405,0.000996008
502,0.595283,0.000996
503,0.59516,0.000995992
504,0.595043,0.000995984
505,0.594922,0.000995976
506,0.594803,0.000995968
507,0.594681,0.00099596
508,0.594559,0.000995953
509,0.594442,0.000995945
510,0.594323,0.000995937
511,0.594203,0.000995929
512,0.594083,0.000995921
513,0.593965,0.000995913
514,0.593845,0.000995905
515,0.593728,0.000995897
516,0.593609,0.000995889
517,0.593491,0.000995881
518,0.593375,0.000995873
519,0.593257,0.000995865
520,0.593141,0.000995857
521,0.593024,0.000995849
522,0.59291,0.000995841
523,0.592793,0.000995833
524,0.592678,0.000995826
525,0.592562,0.000995818
526,0.592448,0.00099581
527,0.592332,0.000995802
528,0.592216,0.000995794
529,0.592102,0.000995786
530,0.591987,0.000995778
531,0.591872,0.00099577
532,0.59176,0.000995762
533,0.591647,0.000995754
534,0.591531,0.000995746
535,0.591418,0.000995738
536,0.591307,0.00099573
537,0.591193,0.000995722
538,0.591081,0.000995714
539,0.590967,0.000995707
540,0.590856,0.000995699
541,0.590744,0.000995691
542,0.590632,0.000995683
543,0.590521,0.000995675
544,0.59041,0.000995667
545,0.5903,0.000995659
546,0.590192,0.000995651
547,0.590079,0.000995643
548,0.589969,0.000995635
549,0.589861,0.000995627
550,0.58975,0.000995619
551,0.58964,0.000995611
552,0.589532,0.000995604
553,0.589421,0.000995596
554,0.589311,0.000995588
555,0.589206,0.00099558
556,0.589099,0.000995572
557,0.588988,0.000995564
558,0.588879,0.000995556
559,0.588774,0.000995548
560,0.588664,0.00099554
561,0.58856,0.000995532
562,0.588451,0.000995524
563,0.588345,0.000995516
564,0.588239,0.000995508
565,0.588133,0.0009955
566,0.588027,0.000995492
567,0.587923,0.000995485
568,0.587815,0.000995477
569,0.58771,0.000995469
570,0.587606,0.000995461
571,0.587503,0.000995453
572,0.587397,0.000995445
573,0.587292,0.000995437
574,0.587187,0.000995429
575,0.587086,0.000995421
576,0.586981,0.000995413
577,0.586877,0.000995405
578,0.586776,0.000995397
579,0.586672,0.000995389
580,0.586569,0.000995382
581,0.586466,0.000995374
582,0.586364,0.000995366
583,0.586262,0.000995358
584,0.586158,0.00099535
585,0.586056,0.000995342
586,0.585953,0.000995334
587,0.585854,0.000995326
588,0.585752,0.000995318
589,0.585651,0.00099531
590,0.58555,0.000995302
591,0.585448,0.000995294
592,0.585349,0.000995286
593,0.585248,0.000995278
594,0.585147,0.00099527
595,0.585045,0.000995263
596,0.584948,0.000995255
597,0.584848,0.000995247
598,0.584747,0.000995239
599,0.584648,0.000995231
600,0.584547,0.000995223
601,0.58445,0.000995215
602,0.584349,0.000995207
603,0.58425,0.000995199
604,0.584151,0.000995191
605,0.584054,0.000995183
606,0.583955,0.000995175
607,0.583855,0.000995168
608,0.583759,0.00099516
609,0.583661,0.000995152
610,0.583562,0.000995144
611,0.583465,0.000995136
612,0.583368,0.000995128
613,0.583272,0.00099512
614,0.583175,0.000995112
615,0.583078,0.000995104
616,0.582984,0.000995096
617,0.582888,0.000995088
618,0.582791,0.00099508
619,0.582698,0.000995073
620,0.582602,0.000995065
621,0.582507,0.000995057
622,0.582415,0.000995049
623,0.582318,0.000995041
624,0.582226,0.000995033
625,0.582133,0.000995025
626,0.582038,0.000995017
627,0.581944,0.000995009
628,0.581852,0.000995001
629,0.58176,0.000994993
630,0.581668,0.000994985
631,0.581575,0.000994977
632,0.581485,0.00099497
633,0.581394,0.000994962
634,0.581304,0.000994954
635,0.581214,0.000994946
636,0.581123,0.000994938
637,0.581034,0.00099493
638,0.580947,0.000994922
639,0.580856,0.000994914
640,0.580767,0.000994906
641,0.580679,0.000994898
642,0.580592,0.00099489
643,0.580503,0.000994882
644,0.580417,0.000994875
645,0.580328,0.000994867
646,0.580242,0.000994859
647,0.580156,0.000994851
648,0.58007,0.000994843
649,0.579985,0.000994835
650,0.579897,0.000994827
651,0.579814,0.000994819
652,0.57973,0.000994811
653,0.579645,0.000994803
654,0.579559,0.000994795
655,0.579475,0.000994787
656,0.579391,0.00099478
657,0.579306,0.000994771
658,0.579221,0.000994764
659,0.579139,0.000994756
660,0.579057,0.000994748
661,0.578974,0.00099474
662,0.578891,0.000994732
663,0.578807,0.000994724
664,0.578727,0.000994716
665,0.578645,0.000994708
666,0.578564,0.0009947
667,0.578484,0.000994692
668,0.578401,0.000994684
669,0.578321,0.000994676
670,0.578238,0.000994669
671,0.578159,0.000994661
672,0.57808,0.000994653
673,0.578,0.000994645
674,0.577921,0.000994637
675,0.577841,0.000994629
676,0.577761,0.000994621
677,0.57768,0.000994613
678,0.577604,0.000994605
679,0.577524,0.000994597
680,0.577447,0.00099459
681,0.57737,0.000994582
682,0.577292,0.000994574
683,0.577215,0.000994566
684,0.577141,0.000994558
685,0.577062,0.00099455
686,0.576988,0.000994542
687,0.57691,0.000994534
688,0.576831,0.000994526
689,0.576757,0.000994518
690,0.576684,0.00099451
691,0.576609,0.000994502
692,0.576536,0.000994495
693,0.576462,0.000994487
694,0.576386,0.000994479
695,0.576311,0.000994471
696,0.576238,0.000994463
697,0.576164,0.000994455
698,0.576093,0.000994447
699,0.57602,0.000994439
700,0.575948,0.000994431
701,0.575875,0.000994423
702,0.575805,0.000994415
703,0.575735,0.000994407
704,0.575662,0.0009944
705,0.575592,0.000994392
706,0.575522,0.000994384
707,0.575451,0.000994376
708,0.575381,0.000994368
709,0.575311,0.00099436
710,0.575243,0.000994352
711,0.575171,0.000994344
712,0.575101,0.000994336
713,0.575033,0.000994328
714,0.574965,0.00099432
715,0.574899,0.000994313
716,0.574832,0.000994305
717,0.574764,0.000994297
718,0.574697,0.000994289
719,0.574628,0.000994281
720,0.574563,0.000994273
721,0.574494,0.000994265
722,0.574429,0.000994257
723,0.574364,0.000994249
724,0.574297,0.000994241
725,0.574233,0.000994234
726,0.574166,0.000994226
727,0.574099,0.000994218
728,0.574035,0.00099421
729,0.573968,0.000994202
730,0.573903,0.000994194
731,0.573836,0.000994186
732,0.573771,0.000994178
733,0.573703,0.00099417
734,0.573635,0.000994162
735,0.573561,0.000994154
736,0.573493,0.000994147
737,0.573418,0.000994139
738,0.573345,0.000994131
739,0.573269,0.000994123
740,0.573193,0.000994115
741,0.573112,0.000994107
742,0.573024,0.000994099
743,0.572924,0.000994091
744,0.572808,0.000994083
745,0.572675,0.000994075
746,0.572522,0.000994068
747,0.572348,0.00099406
748,0.572148,0.000994052
749,0.571921,0.000994044
750,0.571695,0.000994036
751,0.571481,0.000994028
752,0.57128,0.00099402
753,0.571092,0.000994012
754,0.570919,0.000994004
755,0.570764,0.000993996
756,0.570623,0.000993988
757,0.570493,0.000993981
758,0.570374,0.000993973
759,0.57026,0.000993965
760,0.570152,0.000993957
761,0.570049,0.000993949
762,0.56995,0.000993941
763,0.569853,0.000993933
764,0.569757,0.000993925
765,0.569663,0.000993917
766,0.569565,0.000993909
767,0.569471,0.000993902
768,0.569381,0.000993893
769,0.569287,0.000993886
770,0.569188,0.000993878
771,0.569097,0.00099387
772,0.569002,0.000993862
773,0.568907,0.000993854
774,0.56881,0.000993846
775,0.568714,0.000993838
776,0.568618,0.00099383
777,0.568524,0.000993822
778,0.56843,0.000993815
779,0.568333,0.000993807
780,0.568236,0.000993799
781,0.568142,0.000993791
782,0.568048,0.000993783
783,0.567953,0.000993775
784,0.567857,0.000993767
785,0.567762,0.000993759
